SMILES1,SMILES2,solute,solvent,DeltaGsolv,type,eps,n,alpha,beta,gamma,phi**2,psi**2,beta**2,H,C,HC,CC,CC2,N,HN,HN2,CN,NC,NC2,NC3,O,HO,HO2,OC,CO2,ON,OO,F,Cl,Br,I,FC,ClC,BrC,IC,Si,OSi,P,HP,OP,S,HS,OS,SP,SS,TotalArea,dGsolv_avg
COCCN,O,2-methoxyethanamine,water,-6.55,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,110.262,18.303,56.303,4.795,0.0,11.716,18.552,0.0,1.746,38.316,0.0,0.0,12.828,0.0,0.0,0.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,153.109,-6.55
C=CC#C,O,butenyne,water,0.04,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,50.887,70.239,34.518,67.433,25.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,121.126,0.04
C1COCCN1,O,morpholine,water,-7.17,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,110.676,19.354,65.554,11.944,0.0,7.482,9.228,0.0,3.817,59.923,0.0,0.0,14.031,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,151.543,-7.17
C1=CC(=CC(=C1)O)C=O,O,m-hydroxybenzaldehyde,water,-9.51,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,70.134,66.484,39.182,83.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.448,8.618,0.0,20.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,179.066,-9.51
C1=CC(=CC=C1C=O)O,O,p-hydroxybenzaldehyde,water,-10.48,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,70.02,66.531,39.114,84.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.406,8.601,0.0,20.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,178.958,-10.48
CF,O,fluoromethane,water,-0.22,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,39.044,13.237,26.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.16,0.0,0.0,0.0,17.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,78.441,-0.22
CC(F)F,O,"1,1-difluoroethane",water,-0.11,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,50.573,12.519,34.099,7.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.925,0.0,0.0,0.0,32.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,111.017,-0.11
C1=CC=C(C=C1)F,O,fluorobenzene,water,-0.78,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,63.896,61.31,43.258,82.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.306,0.0,0.0,0.0,16.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,149.511,-0.78
CCl,O,chloromethane,water,-0.56,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,38.211,11.586,25.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.445,0.0,0.0,0.0,25.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,91.242,-0.56
C(Cl)Cl,O,dichloromethane,water,-1.36,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,24.889,6.077,16.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.987,0.0,0.0,0.0,49.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,110.953,-1.36
C(Cl)(Cl)Cl,O,chloroform,water,-1.07,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,12.133,2.165,8.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.899,0.0,0.0,0.0,71.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,129.197,-1.07
CCCl,O,chloroethane,water,-0.63,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,62.704,14.506,42.299,8.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.54,0.0,0.0,0.0,24.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,116.749,-0.63
CC(Cl)(Cl)Cl,O,"1,1,1-trichloroethane",water,-0.25,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,35.344,7.485,23.847,4.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.837,0.0,0.0,0.0,66.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,150.666,-0.25
C(C(Cl)Cl)Cl,O,"1,1,2-trichloroethane",water,-1.95,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,35.138,5.062,23.733,3.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.933,0.0,0.0,0.0,69.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,152.134,-1.95
CCCCl,O,1-chloropropane,water,-0.27,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,84.867,16.875,57.205,12.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.478,0.0,0.0,0.0,24.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,141.22,-0.27
CC(C)Cl,O,2-chloropropane,water,-0.25,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,84.188,17.792,56.75,11.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.329,0.0,0.0,0.0,22.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,139.309,-0.25
C=CCl,O,chloroethene,water,-0.59,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,38.111,28.662,25.812,19.905,1.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.454,0.0,0.0,0.0,25.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,107.226,-0.59
C=CCCl,O,3-chloropropene,water,-0.57,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,60.486,32.329,40.862,28.404,0.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.07,0.0,0.0,0.0,22.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,129.885,-0.57
C(=C\Cl)\Cl,O,"Z-1,2-dichloroethene",water,-1.17,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,25.742,22.122,17.445,15.337,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.232,0.0,0.0,0.0,49.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,125.096,-1.17
C(=C/Cl)\Cl,O,"E-1,2-dichloroethene",water,-0.76,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,24.753,21.436,16.776,14.879,0.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.666,0.0,0.0,0.0,51.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,126.855,-0.76
C(=C(Cl)Cl)Cl,O,trichloroethene,water,-0.39,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,12.099,16.89,8.202,11.69,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.366,0.0,0.0,0.0,73.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,143.354,-0.39
C1=CC=C(C=C1)Cl,O,chlorobenzene,water,-1.12,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,62.984,59.436,42.641,79.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.791,0.0,0.0,0.0,24.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,161.211,-1.12
C1=CC=C(C(=C1)Cl)Cl,O,"1,2-dichlorobenzene",water,-1.36,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,49.843,54.399,33.75,73.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.109,0.0,0.0,0.0,46.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,177.351,-1.36
C1=CC(=CC=C1Cl)Cl,O,"1,4-dichlorobenzene",water,-1.01,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,48.537,53.463,32.87,71.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.616,0.0,0.0,0.0,49.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,179.616,-1.01
CBr,O,bromomethane,water,-0.82,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,37.907,11.484,25.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.346,0.0,0.0,0.0,30.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,96.737,-0.82
C(Br)Br,O,dibromomethane,water,-2.11,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,24.553,5.716,16.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.419,0.0,0.0,0.0,58.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,121.687,-2.11
C(Br)(Br)Br,O,bromoform,water,-1.98,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,11.82,1.803,8.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.238,0.0,0.0,0.0,84.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,144.86,-1.98
CCBr,O,bromoethane,water,-0.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,62.341,14.355,42.067,8.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.335,0.0,0.0,0.0,28.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,122.031,-0.7
CCCBr,O,1-bromopropane,water,-0.56,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,84.578,16.678,57.021,12.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.26,0.0,0.0,0.0,28.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,146.515,-0.56
CC(C)Br,O,2-bromopropane,water,-0.48,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,83.775,17.542,56.475,11.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.02,0.0,0.0,0.0,26.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,144.337,-0.48
CCCCBr,O,1-bromobutane,water,-0.41,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,106.34,19.289,71.649,15.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.266,0.0,0.0,0.0,28.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,170.895,-0.41
CCCCCBr,O,1-bromopentane,water,-0.08,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,127.982,21.977,86.197,19.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.277,0.0,0.0,0.0,28.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,195.236,-0.08
C1=CC=C(C=C1)Br,O,bromobenzene,water,-1.46,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,62.724,59.089,42.466,79.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.564,0.0,0.0,0.0,29.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,166.377,-1.46
C1=CC(=CC=C1Br)Br,O,p-dibromobenzene,water,-2.3,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,48.027,52.77,32.526,70.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.162,0.0,0.0,0.0,58.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,189.96,-2.3
C(F)(F)(F)Br,O,bromotrifluoromethane,water,1.79,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,0.0,1.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.74,0.0,45.079,0.0,48.372,0.0,28.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,116.521,1.79
C(F)Cl,O,chlorofluoromethane,water,-0.77,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,25.436,7.6,17.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.874,40.601,0.0,0.0,16.984,25.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,98.511,-0.77
C(F)(F)Cl,O,chlorodifluoromethane,water,-0.5,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,12.799,4.335,8.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.028,39.808,0.0,0.0,33.111,24.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,104.969,-0.5
C(F)(F)(F)F,O,tetrafluoromethane,water,3.16,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,0.0,2.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.922,0.0,0.0,0.0,66.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,98.424,3.16
C(C(F)(F)F)(Cl)Br,O,"1-bromo-1-chloro-2,2,2-trifluoroethane",water,-0.13,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,11.774,1.713,7.958,1.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.379,36.028,41.93,0.0,44.484,22.604,26.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,155.825,-0.13
C(CBr)Cl,O,1-bromo-2-chloroethane,water,-1.95,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,48.324,8.259,32.648,5.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.405,45.136,0.0,0.0,24.104,28.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,141.124,-1.95
C(C(F)(F)F)(F)Br,O,"1-bromo-1,2,2,2-tetrafluoroethane",water,0.52,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,12.153,2.547,8.201,1.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.853,0.0,42.826,0.0,60.591,0.0,27.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,145.379,0.52
C(=C(Cl)Cl)(Cl)Cl,O,tetrachloroethene,water,0.05,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,0.0,12.593,0.0,8.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.841,0.0,0.0,0.0,95.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,159.434,0.05
C(C(F)(F)F)Cl,O,"1-chloro-2,2,2-trifluoroethane",water,0.06,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,24.354,4.917,16.447,3.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.538,38.064,0.0,0.0,46.572,23.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,134.873,0.06
C(C(F)(Cl)Cl)(F)(F)Cl,O,"1,1,2-trichloro-1,2,2-trifluoroethane",water,1.77,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,0.0,0.61,0.0,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.053,104.2,0.0,0.0,42.102,65.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,165.863,1.77
C(C(F)(F)F)O,O,"2,2,2-trifluoroethanol",water,-4.31,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,38.417,5.447,16.584,3.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.72,9.835,0.0,0.595,0.0,0.0,0.0,68.171,0.0,0.0,0.0,46.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,128.755,-4.31
CC(C(F)(F)F)O,O,"1,1,1-trifluoropropan-2-ol",water,-4.16,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,56.887,10.183,31.09,7.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.258,7.681,0.0,0.442,0.0,0.0,0.0,63.784,0.0,0.0,0.0,43.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,148.112,-4.16
C(C(F)(F)F)(C(F)(F)F)O,O,"1,1,1,3,3,3-hexafluoropropan-2-ol",water,-3.77,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,21.379,2.15,7.86,1.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.503,6.924,0.0,1.531,0.0,0.0,0.0,123.424,0.0,0.0,0.0,85.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,163.456,-3.77
C(CCl)SCCCl,O,bis(2-chloroethyl)sulfide,water,-3.92,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,92.977,13.854,62.731,8.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.786,0.0,0.0,0.0,48.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.246,0.004,0.0,0,0.0,210.862,-3.92
C1=CC(=CC=C1O)Br,O,p-bromophenol,water,-7.13,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,60.239,54.176,32.606,72.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.359,8.617,0.0,4.5,0.0,0.0,0.0,0.0,0.0,44.638,0.0,0.0,0.0,29.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,177.412,-7.13
N,O,ammonia,water,-4.29,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,44.788,0.0,0.0,0.0,0.0,17.444,31.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,62.232,-4.29
O,O,water,water,-6.31,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,29.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.202,15.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,55.683,-6.31
P,O,phosphine,water,0.6,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,45.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.35,33.742,0.0,0.0,0.0,0.0,0,0.0,77.513,0.6
COP(=O)(OC)OC,O,trimethylphosphate,water,-8.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,106.348,32.312,71.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.634,0.0,38.683,0.0,0.0,0.0,0,0.0,195.858,-8.7
CCOP(=O)(OCC)OCC,O,triethylphosphate,water,-7.8,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,179.39,41.555,120.898,25.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.609,0.0,35.105,0.0,0.0,0.0,0,0.0,272.981,-7.8
CCSSCC,O,diethyldisulfide,water,-1.63,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,116.268,26.993,78.349,16.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.248,1.408,0.0,0,36.601,192.51,-1.63
C1CCNCC1,O,piperidine,water,-5.11,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,133.657,20.973,81.093,20.363,0.0,7.324,9.149,0.0,3.636,58.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,161.954,-5.11
CN1CCOCC1,O,N-methylmorpholine,water,-6.34,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,127.953,25.35,86.007,10.394,0.0,5.152,0.0,0.0,6.369,71.916,0.0,0.0,14.105,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,172.561,-6.34
CN,O,methylamine,water,-4.56,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,67.139,10.981,26.288,0.0,0.0,12.243,19.658,0.0,4.546,42.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,90.362,-4.56
NN,O,hydrazine,water,-6.26,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,57.193,0.0,0.0,0.0,0.0,26.253,39.988,26.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,83.445,-6.26
CCC1=NC=CN=C1,O,2-ethylpyrazine,water,-5.51,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,97.567,54.82,65.833,41.745,0.0,26.231,0.0,0.0,19.752,84.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,178.618,-5.51
CC(=O)N,O,acetamide,water,-9.71,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,63.737,17.985,24.864,11.153,0.0,10.183,18.852,0.0,3.805,13.311,5.014,0.0,25.349,0.0,0.0,16.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,117.254,-9.71
CCCCCCCCO,O,1-octanol,water,-4.09,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,206.253,30.757,130.204,29.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.013,9.057,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,256.024,-4.09
