0,1,dGsolv_avg
CCCCOC(=O)c1ccccc1C(OCCCC)=O,CCCCCCCCC=CCCCCCCCC(O)=O,-15.51162465
COCCOCCOCCOCCOC,FC(F)(F)C(C)C(F)(F)F,-2.82151296
OCCCCCCCC,N#Cc1ccccn1,-7.40954368
CCCCCCCC,OC(=O)c(ccc1O)cc1O,-8.15978762
OCCOCCCC,NCCCCCC(=O)N,-14.29160938
O=C1CCCCC1,Oc1cc(ccc1)NC(C)=O,-15.71519768
NC(C)C,CCCCNCCCC,-6.18334663
COC(OC)=O,CCCC(F)O,-7.13384653
OCC,OCC(CC1)=CCC1C(C)=C,-9.57807931
CCCN(=O)=O,OC(CC1=CCCC1)=O,-8.40518946
CNc1ccccc1,O=N(=O)c1ccc(cc1)S(=O)(=O)NS(C(F)(F)F)(=O)=O,-15.44436348
C(CC2)CCC2c1ccccc1,CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1,-15.41204566
CC(C)(C)Cl,CCNc(n1)nc(NCC)nc1OC,-12.37780086
Cc1cc(C)ccc1,Clc2ccc(cc2Cl)c1ccccc1Cl,-11.97950215
COCCOC,FC(F)(F)CC=O,-4.5433392
OCCC,CC(C)CCCC(C)CCOC(C(O)C)=O,-10.17657428
C(c2ccccc2)c1ccccc1,NCC(C)(C)CC,-4.82773647
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(O)C(Cl)(Cl)Cl,-3.84321853
OCC1CCCO1,CCCCC(C)Cl,-4.82888626
CCOP(OCC)(OCC)=O,FC(F)(O)Cl,-8.94429291
N#CCCCCC#N,FCOC(F)(CF)C(F)(F)F,-4.03790798
SC,CCCC=CC=O,-7.23299089
CC(C)C(C)C,CC2(C)c1ccccc1CCC2,-8.13847565
CCCCc1ccccc1,OC(=O)Cc1c2cc(F)ccc2c(c1C)=Cc(cc3)ccc3S(C)=O,-19.38181289
CCCCCCC,Cc1sc(C=O)cc1,-6.41668858
OCCS,CC=CCCCCCCCC=O,-8.280360400000001
C1CCCC1,OC1=NSC2=C1C=CC(Cl)=C2,-8.96365551
CC(C)OC(C)C,c(ccc1sc2)cc1c2,-7.68649488
Cc1ccc(C)cc1,CCC1CC(C)=C(O)C1=O,-7.86634205
CCCCOC(C)=O,OCC(C)(C)C,-5.41630528
CC(C)(C)c1ccccc1,COP(C)(OC)=O,-6.26431417
CCCCCCCCCCCCCCCC,OCC2(C)C1CCC(C(CCC(C)=CCO)C1(C)CCC2)=C,-13.81634378
N#CCCOCCC#N,Cc1c(cccc1N=C=O)N=C=O,-6.62148727
CC=O,O=N(=O)C=CN1CCCCC1,-14.82857815
O=S1(CCCC1)=O,OC(=O)c1cc(ccc1)N(=O)=O,-13.64378775
OCCC(C)C,ClCCCCCCl,-6.25821521
CC=O,OC(=O)c1ccncc1,-11.21510781
CCOCCOCCOCC,OCC(O)C(OC(OC1CO)C(O)C(O)C1O)C(O)C(O)C(O)=O,-21.91973996
NCCC,CC2=CC(=O)Nc1ccccc21,-14.56004442
CCOc1ccccc1,Oc1cc(O)ccn1,-9.43795111
CCCCOCCCC,FCOC(F)(F)OC(F)(F)C(F)(F)F,-2.97952287
C(c2ccccc2)c1ccccc1,Brc(cc1)ccc1C#N,-8.61681995
COC(C)(C)C,N#CCc1ccccc1N(=O)=O,-10.58259715
FC(F)(F)C(F)(F)C(F)(F)F,COc1c[nH]nc1,-4.29819733
CC(=C)C#C,CC(C)OC(=O)C(C)=C,-5.78366043
Cc1nc(C)ccc1,OC(=O)c(cc1)ccc1I,-13.85127278
Cc1cc(C)ccc1,N1CCCC1,-4.16021529
OCCC,CCCCCC(OC1)OC1C,-7.36847905
C#N,CCC1(CC)C(=O)NC(=O)NC1=O,-13.57255039
OCC,COc(c2)c1OCOc1cc2CC=C,-9.29371239
CCCCCCCCCCCCC,FC(Cl)Br,-3.00826238
OCCOCC,CCOC(C(C)(C)C)=O,-5.03906133
OCC(O)CC,COC(CC(F)(F)F)C(F)C(F)(F)F,-4.02585448
FC(F)C(F)C(F)(F)F,FC(F)(F)C(C)(C(F)(F)F)C(C)(C(F)(F)F)C(F)(F)F,-5.20382794
CCCCCCCCBr,CC(C)c1cc(C(C)C)ccc1,-7.42073862
OCCC,OC1=NSC2=C1C=CC(Cl)=C2,-12.45729002
C#N,CCC(O)=O,-7.22060605
NCCC,NCC(F)(F)C(F)(F)C(F)(F)F,-5.02517259
CCCCCCCC,OCC(CO)ON(=O)=O,-5.56819408
OCCCCC,CC(Cl)C#C,-3.77596352
C1OC1,CC(CC=O)c1ccccc1,-9.48700848
Ic1ccccc1,Clc2ccc(cn2)CN1CCNC1=NN(=O)=O,-18.16467853
Ic1ccccc1,CC(Cl)C(F)C(F)(F)F,-3.83788152
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ClCc1ccc(C)cc1C,-5.28143922
CCCCCCOC(C)=O,CN(C)c2c1ccccc1ncc2,-10.73969442
CC1OC(OC1)=O,FC(F)C(F)(F)C(C)(Cl)Cl,-4.44764998
O=N(c1ccccc1)=O,OCCN1CCN(CC1)CCCn4c3cc(Cl)ccc3sc2ccccc42,-20.48989479
CCC#N,CC2(C)C1CC(CC1)C2=C,-5.11478133
C1CCCC1,c(ccc1cc2)cc1cc2,-7.32967412
OCCOCCCC,CCCCCCCCCCCCCCC(=O)NC,-15.20688776
Brc1ccccc1,OC(C)(C)CCC1CCCCC1,-8.96524352
FC(F)C,Nc1ccccc1C#N,-9.49228697
CC(C)OC(C)C,CCC(C)(C)C(C)(C)C,-5.17314683
FCCCCCCCC,CCC(O)CCC(OCC)=O,-8.39158969
CC#N,FCC(C)(C)C(F)(F)C(F)(F)C,-4.82601943
CCCl,CCOc1cc(C=O)ccc1O,-11.15150336
C=CC=C,CCCCCCC#CC,-6.46181368
C1CCCCC1,ClCC(C)=O,-3.69515366
CC(CC1)CS1(=O)=O,O=C1CCCCCCC1,-6.67496098
CN(C)P(=O)(N(C)C)N(C)C,N#COc1ccccc1,-7.63685686
C(c2ccccc2)c1ccccc1,CC1OCCO1,-4.49894263
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCOC(CCC)=O,-3.98638698
CCc1ccccc1,Cc(cc1O)cc(O)c1C,-9.13885086
COc1ccccc1,CC2c1ccccc1CCC2,-7.73110708
OCCOCCCC,CCCCCCC#CC,-5.57242742
CCN(CC)C(C)=O,ClCC1(C)OC1,-5.429420200000001
CN(C)C(C)=O,COCCNCC,-5.00309683
Oc1cc(C)ccc1,Oc2ccccc2C(OCCc1ccccc1)=O,-13.48747084
CC(C)CC(C)C,CC1CC1(C)C,-3.4510993
C(CC2)CCC2c1ccccc1,CCCCCC(C)=C,-4.88755587
ClCCl,Oc1ccc(N=O)cc1,-10.9215153
C(CC1)CCC1C2CCCCC2,CC(C)CCC(C)(C)C,-5.18685109
CCBr,Oc1cc(ccc1)NC(C)=O,-12.78977836
ClC(Cl)=O,C2Oc1ccccc1CC2,-7.884980400000001
CCCCCCCCBr,CC1(C)CC(C)(C)CC1,-5.12961861
NCc1ccccc1,CCCN1CCCCC1,-5.63273196
OCCCCCCCCCCCC,OC(CNCC(O)=O)=O,-12.93784586
CCCCCCCCC,CC(C)C(O)C(C)C,-4.92772881
ICI,FC(F)(F)c1ccc(cc1)C(=O)N(C)C,-10.51672896
OCCc1ccccc1,CCC(C)C(OC2CC(C)C=C(C2C1CCC(C3)OC(CC3O)=O)C=CC1C)=O,-23.73542926
CCC1OC1,CC1=NCCN1,-7.14276126
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,ON=C1CCCCC1,-6.97676991
CC(C)CCC(C)(C)C,CN(C)Cc(ccc1)cc1F,-6.36320829
CC(C)C,CCCCCCCC(=O)N(C)C,-8.65560765
CCC1OC1,CC(CN(CC(C)(N(=O)=O)N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,-15.33216869
CCCCCCCC,FC(F)C(F)(C)C(F)(Cl)C(F)(F)F,-3.60084909
CC(C)(C)CC(C)=C,CCOc1ccccc1C=O,-8.13344748
OCCC#N,c(cc4)ccc4c(c6ccccc6c8c3ccccc3)c7c8c(c2ccccc2)c5ccccc5c7c1ccccc1,-19.24083068
Brc2c1ccccc1ccc2,FC(Cl)C(Cl)Cl,-4.67831366
CCC,CC(=O)Oc1ccccc1C(O)=O,-8.2925202
FC(F)C(F)C(F)(F)F,C1C2CC(CC3C2)CC1C3,-4.7551763
COCCOCCOCCOC,CC(C)c1ccccc1O,-9.96305531
C1OCCOC1,CCCC#N,-5.87897686
COCCOCCOCCO,FC(F)(F)c1cc(ccc1)NC(C)=O,-12.41556839
OCCCCCCCCCCCC,CCC(CC)C(C)C,-4.19822175
C1CCCC1,CCCCCCCCCCCCCCCCCCC#C,-14.41740134
COCCOC,O=C(N)c1cc(ccc1)C(=O)N,-15.58646739
ClC(Cl)Cl,Nc(ccc1F)cc1Cl,-8.15981032
Ic1ccccc1,CCC(C)COC(=O)c1ccccc1O,-10.3921913
c1ccccc1,NCC(F)(F)F,-2.98104298
CC(C)c(cc1)ccc1C,CCC(F)(F)C(F)(F)CC,-4.07263715
NCCN,CC(C)CSCC(C)C,-3.92828598
OC(C)(C)C,CCCCOC(F)(F)CF,-4.61869061
FCCCCCCCC,OCCCCCCCCCC,-8.72364883
CCC=C,Oc1ccc(I)cc1,-9.49298037
CCCCOCCCC,FC(C)(C)CC(C)(C)C,-5.0719188
CC(C)C,CCCC(Cl)=O,-4.27365268
NCCCC,CCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,-18.05220703
CCCCCCCCC,N#CC(c(c(F)c1F)c(F)c(F)c1F)c(c(F)c2F)c(F)c(F)c2Cl,-10.24248593
CI,FC(F)(F)C(F)(F)C(F)(C)C(F)(F)C(F)(F)F,-2.82161065
CC1OC(OC1)=O,Oc1ccc(C)c(C)c1C,-9.19751528
CCOC(OCC)=O,CC(=O)c3c1ccccc1cc2ccccc32,-13.22487243
CCCBr,CC1(C)CCC=N1=O,-7.32179476
CCCCC(CC)=O,O=C1CCC=CCCCCCCCCCC1,-11.70998734
CCC(C)C,Fc2ccc(C(CCCN3CCN(CC3)c1ccccn1)=O)cc2,-16.57297756
CCNC=O,ClC(=C)C(=O)N,-8.50581873
CC#N,CSc1cnccn1,-7.38349033
CCCCNCCCC,FC(F)(F)C(C)(C(F)(F)F)C(C)(C(F)(F)F)C(F)(F)F,-4.69710928
ClC(=C)C=C,CCCC(=O)NC,-7.332594999999999
OCCCCCCCCCCCC,S1CC=CC1,-4.51769237
NCc1ccccc1,OCC(CC)N(=O)=O,-11.04028191
O=C1CCCO1,CCCCCOC(CCC)=O,-6.0432832
ClC(Cl)=O,FCCCOC(F)(F)F,-3.91687856
C(CCc1cc2)Cc1cc2,CCCC(=O)N(CC)CC,-7.71320805
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C(CC1)CCC1c3cncn3C2CCCCC2,-9.42739623
Cc1cc(C)ccc1,CCCCN1CCOCC1,-7.27888724
CCNC(C)=O,Oc1c(c(C)c(cc1N(=O)=O)N(=O)=O)N(=O)=O,-13.18625219
CCC(C)c1ccccc1,BrCC(C)=O,-5.01283233
N1CCCCC1,CCCCC(CC)CCl,-6.32539478
C=Cc1ccccc1,N1CCCCCCC1,-6.10158367
OCCCCCCCCCC,Oc1c(=O)c(=O)c1O,-15.87059402
OCCCCCCCCCCCC,CCC(CC)C(Cl)=O,-4.63311795
O=S1(CCCC1)=O,C2CN1CCCC1=NC2,-7.36727907
COCCO,CCc(c1)cc(CC)cc1C,-6.38525806
COCOC,FC(F)C(F)(F)OC(F)(F)C(F)(F)F,-2.43916053
CCCCN(CCCC)CCCC,CCc1ncc(C)nc1CC,-7.49481816
NCc1ccccc1,Cc1c(cccc1N=C=O)N=C=O,-8.20691745
OCCCO,COC(F)(F)C(F)(C)C,-3.16311381
CCC(C)=C,FC(F)(F)CC(F)(F)C,-3.1119436
CC=O,FC(F)(C)C(F)(F)C(F)(F)Cl,-3.26466076
CCN(CC)CC,O(Cc2ccccc2)Cc1ccccc1,-10.11927948
OCC(O)C,CC(C)(C)C(C)=CC,-3.07218603
CCCCOC(C)=O,OC(=O)CCC(=O)C(O)=O,-11.95714403
CCN(=O)=O,FC(F)C(F)C(F)(C)Cl,-4.68116877
BrC(Br)Br,OCCCCCCCCCCCCCCCCCCCC,-16.01479759
OCCCCO,CCC(CC)C(F)C(F)F,-4.07116272
ClC(Cl)=C(Cl)Cl,CC(C)CC(Cl)Cl,-5.49983216
O(Cc2ccccc2)Cc1ccccc1,FCC(C)(C)C(C)C,-4.37036296
ClCC(C)C,CC(C)CC#C,-3.93215011
OCCC#N,OCCN1CC1,-7.37939074
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,Oc(ccc1C)cc1C,-8.44900344
CC(C)(C)c1ccccc1,CCOC(=O)C(OCC)=O,-7.03238415
CCCCN(CCCC)CCCC,Oc2ccc(C1CCCC1)cc2,-9.58177639
OCCCCCCCCCC,O=CCCC=C2CC3CC2C1CCCC31,-9.9025784
CCCOCC(O)C,ClCC(C)(C)C,-4.10309531
ClC(Cl)(Cl)Cl,N#Cc1cncnc1,-7.03528527
SC,CCC1=C(O)C(CC1C)=O,-8.75251115
NCCCN,c(ccc1cc3c2ccccc2oc3c4)cc41,-10.48936348
CCCCOC(C)=O,CN(C)C=NC#N,-10.88566216
CC(C)OC(C)C,ON2C(c1ccccc1C2=O)=O,-12.30098527
OCCS,CCCC(=O)N(CC)CC,-8.74998604
OCCCCC,OC(C)C(C)CCC1CC=C(C)C1(C)C,-11.23760891
CCCCCCCCCCCCCC,c(cc2)ccc2c1[nH]ccc1,-8.22450994
OCC(O)C,c(cn1)cnc1c2ncccn2,-13.45002726
OCCO,NC(C)Cc(cc1)ccc1O,-13.0074812
CCN1CCCC1=O,COC(C(F)F)C(F)F,-4.65915062
CC(C)OC(C)C,O(Cc2occc2)Cc1occc1,-8.84976504
CC(CC1)CS1(=O)=O,COCC(N)(C)C,-4.62787843
C1CCCC1,OC(CC=C)CC=C,-5.31014319
ClC(Cl)=O,CC(OC(OC(C)=O)c1occc1)=O,-9.72001188
CCN(CC)CC,ONC(c1ccccc1)=O,-8.82739264
OCCCCCCCCC,CC1C=C(C)CCC1C=O,-6.51201817
CCCCOC(=O)c1ccccc1C(OCCCC)=O,S=C1CCCO1,-7.4386398
C(CC2)CCC2c1ccccc1,FC(F)(F)C(F)C(F)(F)OC(F)(F)C(F)(F)F,-1.96099293
c2nc1ccccc1cc2,Cc1ccc(cc1)S(c(cc2)ccc2C)(=O)=O,-15.40719218
CCCCN(CCCC)CCCC,FC(F)C(F)(F)C(F)(F)C(F)C(F)(F)F,-1.21010166
CN1CCCC1=O,O=C1C=CCC1,-6.59980546
Cc1cc(C)cc(C)c1,FCOC(F)(F)CC(F)(F)F,-3.72372016
CCCN(=O)=O,CCC(C)CCCCCCC=O,-8.51386568
Ic1ccccc1,CCCCCCCCC#N,-8.64790736
CCCCC(C)=O,C=CCOC(=O)c1occc1,-8.33656255
COC(OC)=O,N#CC(c(c(F)c2F)c(F)c(F)c2F)c(c(F)c1F)c(F)c(F)c1C,-11.09410253
C(C=Cc1cc2)c1cc2,Oc(ccc1Cl)cc1C,-8.18988266
O(c2ccccc2)c1ccccc1,FC(F)OC(Cl)C(F)(F)F,-3.27058968
OCc1occc1,FC(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,-3.28928492
CI,OC(CC=C)C=C,-5.70690128
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,FC(F)(F)C(F)(F)C(F)(C)C(F)(F)F,-1.69038101
OCCC(C)C,CCNc(n1)nc(NC(C)C)nc1OC,-13.31638107
OC(C)C,C1C2C=CC1C=C2,-4.27628925
O1CCCC1,OCc1cccnc1,-9.89282199
Clc1ccccc1Cl,CCOC(=O)C=C,-4.97238951
NCCCN,CCC(F)(F)C(F)(F)C(F)(F)O,-13.31358193
CCNC(C)=O,O=COc1ccccc1,-7.33910819
CC(OCc1ccccc1)=O,Clc(ccc4Cl)cc4N=P(N3CCCC3)(N2CCCC2)N1CCCC1,-18.23421089
COCCOC,NCCCN(CC)CC,-6.88747947
CC1OC1,CCOC(F)(OC(F)(F)C)C(F)(F)F,-5.45797702
CCOP(OCC)(OCC)=O,Ic1cc(ccc1)N(=O)=O,-10.17139534
SC,O=C(C4(CC6C5)CC(C6)CC5C4)C1(CC3C2)CC(C3)CC2C1,-14.44134886
OCCCCCO,Cc(ccc1C)cc1N,-7.81440038
CCC#N,CC(C)C2C1C=C(C)CC=C1C(C)CC2,-8.22789329
CCCCCC,ClCC(=O)N,-4.28705475
CCCCCCCCC,ClC1=C(NC2=NC=C(N3C=NC=C23)C2=CC=CC=C2)C=CC=C1,-17.10227043
OC(C)=O,S=C1SCCS1,-9.58412958
CC=O,CNCNCC,-5.31473303
CCNCC,FC(F)C(Cl)Br,-3.93169315
Brc2c1ccccc1ccc2,NNc2c1ccccc1cnn2,-12.10340534
Cc2c1ccccc1ccc2,CCOc(ccc1C3=O)cc1SC3=C4Sc2cc(OCC)ccc2C4=O,-21.95683819
CS(C)=O,Fc1ccc(OC(=O)NC)cc1,-11.31781704
n1ccccc1,OCC1CCCCN1,-8.64941232
OCCCC,CC(C)=C(CC1)CC21CCC(=O)C=C2C,-11.8028069
COCCOCCOCCO,Brc(cc1Br)cc(Br)c1N,-11.20788612
CC1CCCC1,ClC=N,-2.3954557
BrCCBr,ClCC(O)C(O)CCl,-8.08585955
CC(C)(C)Cl,CCC=CC(C)=O,-6.18810402
CCOC(=O)c1ccccc1,CC(C)C1CC2CC(C=O)C1C=C2C,-9.33820131
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,-10.24427304
Cc1cc(C)cc(C)c1,NC1CC1,-2.9646251
O=CN,OCC(CCC1)CN1C,-9.0637233
OCC(C)C,FN(F)C(F)(F)F,0.0797683
CCCCCCOC(C)=O,FCCl,-2.66129549
CCCCCCCCCCC,FC(F)CC(F)(C(F)(F)F)C(F)(F)F,-2.42545957
CC(Cl)(Cl)Cl,FC(F)(F)C(O)(O)C(F)(F)F,-3.78538281
CCCCCCCCCCCCCCC=C,OC(C)COC(=O)C=C,-5.55914187
CNC=O,OC(=O)c(c1C)c(C)c(C)cc1C,-12.86760832
NCCN,COC1C=CC(OC)O1,-5.46188528
CCOP(OCC)(OCC)=O,COC(=O)N(c2ccccc2)c1ccccc1,-12.16601577
CCCl,ClCCOCCCl,-7.89779934
CCCCCCCCN(CCCCCCCC)CCCCCCCC,N#CC(c(c(F)c2F)c(F)c(F)c2C)c(c(F)c1F)c(F)c(F)c1C,-10.56342452
Fc1c(F)c(F)c(F)c(F)c1F,Cc1cccc(C)c1N,-6.914084599999999
CCOC(=O)c1ccccc1C(OCC)=O,c(cc1)ccc1c(o4)c3ccccc3c4c2ccccc2,-15.13900076
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)C(OCC=C(C)CCC=C(C)C)=O,-6.93349821
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,Nc1cc(C)ccn1,-5.73135231
ClC(Cl)=O,Clc(ccc1N)cc1Cl,-8.8944308
CC(CC1)CS1(=O)=O,CCC(C)Nc(nc1OC)nc(NCC)n1,-13.14182101
O(Cc2ccccc2)Cc1ccccc1,CCCCC(CO)CC,-7.14707807
CCC1OC1,COC(O)C(F)(F)F,-6.19002866
CCCBr,FC(F)(F)C(C)C(F)(F)Cl,-3.69633455
ClCCCl,CNCC(N)C,-6.00997661
COCCOCCOCCOC,CCC=CCCOC(C)=O,-6.57618049
CC(C)C(C)C(C)C,FC(F)C(F)(C(F)(F)F)C(OC)=O,-3.15551857
BrC(Br)Br,CC#CC#CC,-4.71831318
CCCCCCCCCCCCC,Cc1c(c(C)c(c(C)c1N(=O)=O)N(=O)=O)N(=O)=O,-9.93596399
CCCCc1ccccc1,COCC(F)F,-3.06800087
CCCCN(CCCC)CCCC,CC(CCOC(=O)Cc1ccccc1)CCC=C(C)C,-12.45234617
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,OC(=O)CN(C)N=O,-5.37877865
CCOC(CCC)=O,CCCCn1cnnc1,-11.05469042
O,FC(F)C(F)C(F)(C)Cl,-0.58170668
CCN(CC)C(C)=O,CCOC(C)=N,-4.90622943
CCCCC,CC(C)(C)c(ccc1O)cc1C,-8.43084625
O=C1CCCCC1,Fc1ccc(C=C)cc1,-6.29885486
OCCCO,OC(CCCCCCCCCCCC(O)=O)=O,-17.34807664
OCCCl,COC(=O)c(cc1)ccc1N,-12.04608467
BrC(Br)C(Br)Br,CC2(C)CCCC(CC1C=O)=C2CC1,-10.83461469
Oc1cc(C)ccc1,CC1(C)OCCO1,-6.60327574
NCCN,CS(=O)c1ccccc1,-8.18348151
CN(C)C=O,CCCCCCC,-2.92553192
CC(Cl)(Cl)Cl,N#Cc1cncnc1,-7.87378604
CCCCC(CO)CC,CN(C)C(c1ccccc1)=S,-9.14959688
Ic1ccccc1,C4C1C3C1C2C3C42,-4.14121987
Oc1cc(C)ccc1,CC(=Nc1ccccc1)Nc2ccccc2,-13.51072037
CC(C)CCC(C)(C)C,COCCOCCOCCOCCOCCOC,-12.10326123
CCNCC,c1c[nH]cc1,-7.96251957
CCCN(=O)=O,CN(C)c(ccc1)cc1C,-7.75087903
O=C1CCCC1,CCCCCCCC(OC(C)CCC)=O,-9.04303307
OCCCl,CN1CCC(Cl)CC1,-7.23658787
O=S1(CCCC1)=O,CCOC(F)(F)CCl,-4.68954421
COCCOCCOCCOC,Cc(nn1C)cc1Cl,-6.53592367
O=S=O,FC(O)(Cl)Cl,-5.39177284
CCC1OC1,CN1CC=CCC1,-5.46786527
Nc1ccccc1,CCOC(=O)c1occc1,-8.25668613
CCCCOC(C)=O,ClCC(O)(C)C,-6.27876873
SC,OCNC(C)=O,-8.89178074
OCC(O)C,FC(F)(F)C(F)C(F)(C)C(F)(F)F,-2.04676492
CN1CCCC1=O,c2cc1nn[nH]c1cc2,-14.00399638
CCCCOC(C)=O,Oc(ccc1N(=O)=O)cc1O,-13.79778068
CN1CCCC1=O,c(cc1)ccc1c3oc(nc3)c4ccc(cc4)c(nc5)oc5c2ccccc2,-22.1665233
O=C1CCCC1,CC1(CCC=C(C)C)OC(CC1)=O,-11.05070041
Clc1ccccc1Cl,OC1=CC=C2C(NN=C2C2=CC=C(O)C=C2O)=C1,-17.93844122
CCCC(C)=O,C=CC2CC1C=CC2C1,-5.45446601
OCC1CCCO1,FCOC(F)C,-3.50793023
COC(OC)=O,FC(F)C(F)(C(F)(F)F)C(O)=O,-8.60973589
CC(C)C,COC(C)CN,-4.06824523
Clc2c1ccccc1ccc2,COC(F)(F)C(C)C,-3.70277535
CCc1ccccc1,CN(C)c1ccccc1N(C)C,-8.42015522
CC(=O)c1ccccc1,CC(C)c1ccccc1C(C)C,-7.42481128
Cc1ccccc1,Cc1sc(C)cc1,-5.87021297
CN1CCN(C)C1=O,Oc1cc(C#N)ccc1,-13.86073595
CCOP(OCC)(OCC)=O,OC(=O)c1ccc(cc1)NC(C)=O,-18.78539939
CCCCCCCC,C=CCC1(CC=C)C(=O)N(C)C(=O)NC1=O,-8.82975942
c1ccccc1,Clc2cc1cccnc1cc2,-9.29613339
CCC1OC1,CCC1(C)CCCCC1,-5.53190751
CCCCCC(C)=O,CCCC(C)C(O)=O,-8.15003193
CN(C)C=O,OCc(ccc1)cc1F,-9.32285725
CCCOCC(O)C,FC(F)(F)C(C)(C(F)(F)F)C(C)(C(F)(F)F)C(F)(F)F,-4.36331197
OCCCCCCC,COc1ccc(OC)cc1,-6.98344134
CCOC(C)(C)C,CC(C)C(C)C(C)C,-4.58464244
C(CC1)CCC1C2CCCCC2,CCC(O)C=CC,-4.37972871
Ic1ccccc1,ClCCC#C,-4.11413485
CCCCNCCCC,CC1CCC(C(C)C)CC1,-6.14116208
COC,Cc1cc(C)cc(C)n1,-7.51264489
NCc1ccccc1,CCCCCCCCCCC1CCCC1,-8.82042583
CCCCC(C)=O,NC(N)C(C)(C)C,-5.65444501
CCCCCl,FI,-2.71426423
CCOP(OCC)(OCC)=O,BrCCCCBr,-7.58952592
CC(=O)c1ccccc1,CCOC(C(F)F)C(F)(F)C(F)(F)F,-4.33419913
CCCCC(CO)CC,CN(C)C(F)(F)N(C)C,-4.18416889
CN(=O)=O,CCCCC(C)(C)c1ccccc1,-6.84600524
CCOP(OCC)(OCC)=O,FC(F)(F)c(cc1)ccc1O,-11.36149882
OCc1ccccc1,CC1(C)CCCNC1,-7.22240471
Cc2c1ccccc1ccc2,Cc1[nH]c(=S)[nH]c(=O)c1,-11.58561636
CO,OCC(CO1)OC1(C)C,-8.35934149
O1CCCC1,FCCNC,-3.90772404
CC(C)C(C)C(C)C,C(CN1)N=C1Cc2ccccc2,-8.68545637
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(C)C=CC#N,-3.53225704
CC(C)CCC(C)(C)C,CC(C)(C)c(ccc1)cc1O,-7.65084932
OCC1CCCO1,O1CCC1,-3.44135761
ClB(Cl)Cl,Oc(ccc1N(=O)=O)cc1N(=O)=O,-11.47354436
OCC,FC(F)C(Cl)C(F)(F)F,-3.52566652
CCNCC,CCC(Cl)Cl,-4.63576082
CCC,C(CC1)CCC1c3cncn3C2CCCCC2,-12.83741436
n1ccccc1,CCC(C)C(C)C(F)(F)F,-4.45560774
CCC(O)(C)C,OCCC#CCC,-6.7339401
CCI,COC=CC=C,-4.49211233
CCOP(OCC)(OCC)=O,ClCC(Cl)CCl,-6.80946283
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CC(C1CC=C(CC1)C=O)=C,-7.05907741
CC(=O)c1ccccc1,Clc4ccccc4N=P(N3CCCC3)(N2CCCC2)N1CCCC1,-17.80426108
CCNCC,OC(=O)c1ccccc1C,-11.77895848
CCOCC,SCc1occc1,-6.58086956
CN1CCCCC1=O,CCOP(OCC)(=O)N(CC)CC,-9.31323918
CCCCCCCl,FC(F)C(F)(F)C(F)(O)C(F)(F)F,-3.9034756
CC(C)c(cc1)ccc1C,ClCC(F)(F)C(Cl)(Cl)Cl,-5.95742989
CCCCN(CCCC)CCCC,ClCCC(F)(F)C(F)(F)F,-3.38109371
CCC,COC(=O)c(ccc1O)c(O)c1C,-9.01135506
Fc1c(F)c(F)c(F)c(F)c1F,OCCOCCN(CC)CC,-13.94735452
NCCCC,FC(F)(F)c1cc(Nc2ncccc2C(O)=O)ccc1,-18.94498816
CCCCOCCCC,CCOC(C1OC1(C)c2ccccc2)=O,-9.27243478
CI,CCCCC(O)(C)C,-6.42075355
c1ccccc1,O=C1CCCCCCCC=CCCCCCCC1,-14.14614758
CCCCCCCC,OCC(O)C(O)=O,-4.82062471
Clc1ccccc1Cl,COc1ccccc1N(C)C,-8.60927912
CCOC(C)=O,CN(C)CC(F)(F)C(F)(F)F,-4.00366685
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC(C)C1CCCCC1,-4.7034951
ICI,c(cc2)ccc2c3ccccc3c1ccccc1,-12.44657421
