smiles,text
C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl,"Hexachlorobenzene is a highly chlorinated aromatic compound used as a fungicide and industrial chemical. Due to its persistence in the environment, its use has been restricted or banned in many countries due to toxicity concerns."
c1ccccc1F,"Fluorobenzene is an aromatic compound used as a solvent and intermediate in organic synthesis. It is commonly used in the production of pharmaceuticals, agrochemicals, and other specialty chemicals."
CCCC=C,"1-Hexene is an unsaturated hydrocarbon used as a monomer in the production of polyethylene and other polymers. Its double bond makes it reactive in polymerization reactions, and it is also used in the synthesis of specialty chemicals."
CSc1ccccc1,"Thioanisole is a sulfur-containing aromatic compound used as an intermediate in the synthesis of pharmaceuticals and agrochemicals. Its sulfur atom increases its reactivity in substitution reactions, making it valuable in organic synthesis."
CC(OC(C)=O)OC(C)=O,"Dimethyl oxalate is an ester used as an intermediate in organic synthesis, particularly in the production of pharmaceuticals and polymers. Its two ester groups make it reactive in condensation and esterification reactions."
c1cnccc1C#N,Cyanopyridine is a heterocyclic aromatic compound used in the synthesis of pharmaceuticals and agrochemicals. Its nitrile group and pyridine ring make it reactive in nucleophilic substitution reactions.
C1=CC=C2C(=C1)C=CC=C2Br,"Bromonaphthalene is a brominated aromatic compound used in the production of dyes, pharmaceuticals, and other fine chemicals. Its bromine atom makes it reactive in substitution reactions, and it is also used as a solvent in organic synthesis."
CCCCCCNCc1ccc(C)cc1,"N-Methylcyclohexylamine is an amine used as an intermediate in the production of pharmaceuticals, agrochemicals, and dyes. Its amine group makes it a nucleophile in organic synthesis, allowing it to participate in a wide range of reactions."
CCC=CCCC=O,"2,4-Heptadienal is an unsaturated aldehyde used in the flavor and fragrance industry. Its double bonds and aldehyde group give it a pleasant, fruity aroma, making it valuable in the formulation of perfumes and food additives."
CC(C)CCCC(C)CCCC(C)CCC=C(C)C,"Squalane is a hydrocarbon used as an emollient in cosmetics and personal care products. Its highly branched structure gives it stability and a lightweight feel, making it ideal for moisturizers, lotions, and serums."
CN(C)CCC=C1c2ccccc2CCc3c1cccc3,"Clomipramine is a tricyclic antidepressant used in the treatment of depression, obsessive-compulsive disorder, and other psychiatric conditions. Its structure contains both a dibenzazepine ring and a tertiary amine, making it highly effective in modulating neurotransmitter levels."
CC1=CCC2CC1C2(C)C,"Bicyclo[3.1.0]hexane is a bicyclic hydrocarbon used as an intermediate in organic synthesis. Its strained ring structure makes it highly reactive, allowing it to participate in a wide range of chemical reactions, including polymerization and cycloaddition."
CCc1cnccn1,"1-Ethylimidazole is a nitrogen-containing heterocycle used as a building block in the synthesis of pharmaceuticals, agrochemicals, and catalysts. Its imidazole ring makes it a versatile intermediate in organic chemistry."
CCCCC(=O)OC,"Pentyl butanoate is an ester used in the flavor and fragrance industry. Its fruity odor makes it valuable in the formulation of perfumes, food additives, and personal care products."
CCCC[Si](C)(C)C,"Trimethylsilylbutane is a silicon-containing compound used as a protecting group in organic synthesis. Its trimethylsilyl group provides stability, making it useful in reactions requiring temporary protection of reactive functional groups."
CC(C)CCC=C,3-Methylhexene is an unsaturated hydrocarbon used as an intermediate in the production of polymers and other fine chemicals. Its double bond makes it reactive in polymerization reactions and in the synthesis of specialty chemicals.
CC(OC)(OC)OC,"Tetramethyl orthocarbonate is a carbon-containing compound used as a reagent in organic synthesis. Its four methyl groups make it highly reactive in esterification and acetalization reactions, making it valuable in the production of pharmaceuticals and polymers."
C1=C(C(=CC(=C1Br)Br)Br)Br,Tetrabromobenzene is a halogenated aromatic compound used as an intermediate in the production of flame retardants and other industrial chemicals. Its multiple bromine atoms make it reactive in substitution reactions.
COC(C(Cl)Cl)(F)F,"Dichlorodifluoromethoxymethane is a halogenated ether used in refrigeration and as an intermediate in chemical synthesis. Its fluorine and chlorine atoms give it stability, making it useful in industrial applications."
ClCCC,"1-Chloropropane is a halogenated alkane used as a solvent and intermediate in organic synthesis. It is also used in the production of pharmaceuticals, agrochemicals, and as a starting material for other chemical reactions."
C1=CC=C(C=C1)N=NC2=CC=CC=C2,"Azo compounds like azobenzene are characterized by the presence of a nitrogen-nitrogen double bond (N=N). Azobenzene is used in the production of dyes and pigments, as well as in materials that undergo photoisomerization."
CCCCC(=O)CC(=O)CCCC,"2,7-Octanedione is a diketone used as a building block in organic synthesis. Its two carbonyl groups make it reactive, allowing it to participate in condensation and polymerization reactions for the production of various chemicals."
COC1=CC=C(C=C1)C(=O)O,"Methyl salicylate is an aromatic ester used in topical analgesics and in flavorings. Its sweet, minty aroma makes it a popular ingredient in food, personal care products, and as a counterirritant in medicinal formulations."
C1=NC2=NC=NC(=C2N1)N,Cytosine is a nitrogenous base found in DNA and RNA. It is essential for the storage and transmission of genetic information in living organisms and plays a key role in protein synthesis and cell division.
C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,"Pentachlorocyclohexane is a chlorinated hydrocarbon used as a pesticide. Due to its environmental persistence and toxicity, its use has been restricted in many countries. It is an organochlorine compound with multiple chlorine atoms."
CCCCCCCCCCCCCCCCCCCCCCCCCC,"Tetracosane is a long-chain alkane used as a standard in gas chromatography and as a lubricant in various industrial applications. Its high molecular weight makes it stable and non-reactive, providing excellent lubrication properties."
C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,"Pentacene is a polycyclic aromatic hydrocarbon used in organic electronics, particularly in the development of organic semiconductors and transistors. Its extended conjugated ring system makes it highly effective in electronic applications."
COC1=CC=CC=C1F,"p-Fluoroanisole is a fluorinated aromatic ether used as an intermediate in the synthesis of pharmaceuticals and agrochemicals. Its fluoro and methoxy groups make it reactive in substitution reactions, valuable in organic synthesis."
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,"Hexachlorocyclohexane is an organochlorine compound used as a pesticide. Its multiple chlorine atoms give it insecticidal properties, but its persistence in the environment has led to restrictions on its use in many countries."
C(Cl)(Cl)Cl.O,"Chloroform and water form a biphasic mixture due to their immiscibility. Chloroform is a halogenated solvent used in organic synthesis, while water is essential in many chemical reactions and purification processes."
CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C,"Thiamine disulfide is a vitamin B1 derivative used in the treatment of vitamin deficiency. It contains sulfur and nitrogen groups, which are essential for its biological activity in cellular metabolism."
CCCCCC#N,"Hexanenitrile is a nitrile used as an intermediate in the production of agrochemicals and pharmaceuticals. Its cyano group makes it reactive in nucleophilic substitution reactions, valuable in organic synthesis."
CC1=CC=CC=C1[N+](=O)[O-],"Nitrobenzene is an aromatic compound used as an intermediate in the production of aniline, a precursor to dyes, pigments, and pharmaceuticals. Its nitro group makes it reactive in electrophilic substitution reactions."
CC(C)CBr,"2-Bromo-2-methylpropane is an alkyl halide used as an intermediate in organic synthesis. It is used in substitution reactions for the introduction of bromine into various chemical compounds, particularly in the pharmaceutical industry."
COCCN,"Methoxyethylamine is an amine used as a building block in organic synthesis. Its amine group makes it a nucleophile, allowing it to participate in a wide range of reactions, including amination and alkylation."
CC1=C(C=C(C=C1)C(=O)O)C,p-Hydroxyacetophenone is an aromatic ketone used in the synthesis of pharmaceuticals and fine chemicals. Its hydroxyl and carbonyl groups make it reactive in condensation and esterification reactions.
COC(c1ccccc1)(OC)OC,"Trimethoxybenzene is an aromatic compound used as an intermediate in organic synthesis. Its three methoxy groups make it reactive in substitution reactions, and it is used in the production of pharmaceuticals and agrochemicals."
CC(=O)C1=CC(=C(C(=C1)OC)O)C2=C(C(=CC(=C2)C(=O)C)OC)O,"Quercetin is a flavonoid used for its antioxidant properties in dietary supplements, cosmetics, and pharmaceuticals. It is also used in research for its potential anti-inflammatory and anticancer effects."
CCNCc1ccc(C)cc1,"N-Benzyl-N-methylamine is an amine used in the production of pharmaceuticals and agrochemicals. Its amine group makes it a nucleophile, allowing it to participate in alkylation and amination reactions."
C(C(F)(F)F)(C(F)(F)F)(F)F,"Hexafluoroethane is a fluorinated alkane used in refrigeration, electronics, and as a propellant. Its six fluorine atoms make it highly stable and inert, valuable in applications requiring chemical resistance."
OCCC(C)C,"2-Butanol is a secondary alcohol used as a solvent and intermediate in organic synthesis. Its hydroxyl group makes it reactive in esterification and oxidation reactions, valuable in the production of perfumes and pharmaceuticals."
COC1=CC=CC=C1O,"p-Hydroxyanisole is an aromatic ether used as an antioxidant in food and cosmetics. Its hydroxyl and methoxy groups make it reactive in substitution reactions, and it is also used in the synthesis of pharmaceuticals."
C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3S2,Thioxanthone is a sulfur-containing aromatic compound used as a photoinitiator in polymer chemistry. Its structure makes it highly effective in initiating polymerization reactions under UV light.
C1=CC(=CC=C1O)O,"Catechol is a dihydroxybenzene used as an antioxidant and in the synthesis of pharmaceuticals. Its two hydroxyl groups make it reactive in oxidation and substitution reactions, valuable in chemical manufacturing."
CC(C)COC(=O)C(C)C,"Isopropyl butyrate is an ester used in the fragrance and flavor industry. Its fruity odor makes it valuable in perfumes, food additives, and personal care products. It is also used as a solvent in organic synthesis."
C1=CC=C(C=C1)O,"Phenol is an aromatic compound used as a precursor in the production of resins, plastics, and pharmaceuticals. Its hydroxyl group makes it reactive in substitution and condensation reactions, valuable in industrial chemistry."
CCC(O)(C)C,"Neopentyl alcohol is a branched alcohol used as a building block in the synthesis of resins, coatings, and lubricants. Its bulky structure provides stability, making it valuable in chemical reactions requiring steric hindrance."
C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,"Hexachloroethane is a halogenated compound used as a flame retardant and in the production of smoke grenades. Its multiple chlorine atoms give it high reactivity, valuable in chemical manufacturing."
C1=CC(=CC=C1CC2=CC=C(C=C2)N)N,"Benzylamine is an aromatic amine used as an intermediate in the synthesis of pharmaceuticals and dyes. Its amine group makes it reactive in nucleophilic substitution reactions, and it is commonly used in the production of antibiotics."
NC(=O)c1ccccc1,"Benzamide is an aromatic amide used in the production of pharmaceuticals and agrochemicals. Its amide group makes it a key intermediate in organic synthesis, particularly in the preparation of dyes and polymers."
CC(C)CO[N+]([O-])=O,"Isobutyl nitrite is an ester of nitrous acid used as a vasodilator and recreational inhalant. Its nitrite group makes it reactive in oxidation-reduction reactions, and it is also used as an intermediate in organic synthesis."
c1ccc2c(c1)Oc3cccc(c3O2)Cl,Chloroflavone is a chlorinated flavonoid used in the study of biological activity and as an intermediate in the synthesis of pharmaceuticals. Its aromatic rings and oxygen-containing heterocycle make it reactive in various chemical reactions.
C=CC#N,"Acrylonitrile is an unsaturated nitrile used as a monomer in the production of synthetic fibers, plastics, and rubber. Its triple bond and cyano group make it reactive in polymerization and other organic reactions."
CCC(=O)CC(=O)C,"2,5-Hexanedione is a diketone used as a solvent and intermediate in organic synthesis. Its two carbonyl groups make it reactive in condensation and polymerization reactions, valuable in the production of various chemicals."
CN1CCNCC1,N-Methylpiperazine is a nitrogen-containing heterocycle used as a building block in the synthesis of pharmaceuticals and agrochemicals. Its two nitrogen atoms make it reactive in nucleophilic substitution reactions.
Cc1ccccc1C(=O)N(O)c2ccccc2,"Benzohydroxamic acid is an organic compound used in the extraction of metals and as a reagent in organic synthesis. It has applications in the pharmaceutical industry, particularly in the development of anticancer agents."
O=C(O)C1=CC=C(Br)C=C1,"Bromo-benzoic acid is an aromatic carboxylic acid used as an intermediate in the synthesis of pharmaceuticals, dyes, and agrochemicals. Its bromine atom makes it reactive in electrophilic substitution reactions."
CCCCCCCCCCCCCCCCI,"Iodooctadecane is a long-chain alkyl iodide used in organic synthesis as an intermediate. Its iodine atom makes it reactive in nucleophilic substitution reactions, valuable in the production of fine chemicals and pharmaceuticals."
Cc1cccs1,"Thiophene is a sulfur-containing heterocycle used in the production of dyes, pharmaceuticals, and agrochemicals. Its aromatic ring and sulfur atom make it reactive in various organic reactions."
CN(C)C(=O)c1ccccc1,"Dimethylacetamide is an organic solvent used in the production of pharmaceuticals, agrochemicals, and plastics. Its carbonyl group makes it reactive in condensation reactions, and it is widely used in polymer chemistry."
CC1=CC(=C(C=C1C)C)C,"Mesitylene is an aromatic hydrocarbon used as a solvent and intermediate in organic synthesis. Its three methyl groups make it highly stable and non-reactive, valuable in the production of polymers and fine chemicals."
C1=CC(=CC(=C1)Cl)CC(=O)O,p-Chlorophenylacetic acid is an aromatic carboxylic acid used as an intermediate in the synthesis of pharmaceuticals and agrochemicals. Its chlorine atom makes it reactive in nucleophilic substitution reactions.
C(C(F)(F)F)(C(F)(F)F)O,"Hexafluoropropanol is a fluorinated alcohol used as a solvent and intermediate in organic synthesis. Its fluorine atoms give it unique properties, making it valuable in applications requiring chemical stability."
CCCCC1CCCCC1,"Cyclohexylcyclohexane is a bicyclic hydrocarbon used as a solvent and intermediate in organic synthesis. Its cyclic structure makes it stable, valuable in the production of fine chemicals and polymers."
CC(C)CN(CC(C)C)N=O,"Nitroso-isopropylamine is an organic compound used in the synthesis of nitrogen-containing chemicals. Its nitroso group makes it reactive in oxidation-reduction reactions, valuable in the production of pharmaceuticals."
C(F)(Cl)(Cl)Cl,"Trifluorotrichloromethane is a halogenated compound used as a refrigerant and in organic synthesis. Its multiple halogen atoms give it high stability and reactivity, valuable in industrial applications."
C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)Cl,"p-Nitrochlorobenzoic acid is an aromatic carboxylic acid used in the synthesis of dyes, pigments, and pharmaceuticals. Its nitro group makes it highly reactive in substitution reactions, particularly in electrophilic aromatic substitution."
CCCC(=O)CC(=O)C,"2,4-Hexanedione is a diketone used as a building block in organic synthesis. Its two carbonyl groups make it reactive in condensation reactions, valuable in the production of fine chemicals and pharmaceuticals."
CCCCCCCCCCC,"Decane is a straight-chain alkane used as a solvent and standard in gas chromatography. Its long carbon chain makes it non-reactive and valuable in the production of lubricants, fuels, and other hydrocarbons."
NC(N)=O,"Guanidine is an organic compound used as a precursor in the synthesis of pharmaceuticals and explosives. Its nitrogen-rich structure makes it reactive in various chemical reactions, particularly in the production of guanidinium salts."
c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)O)N,Quinolinic acid is an aromatic dicarboxylic acid used as an intermediate in the synthesis of pharmaceuticals and agrochemicals. Its nitrogen-containing heterocycle makes it reactive in substitution reactions.
CCOC,"Ethyl methyl ether is a simple ether used as a solvent and intermediate in organic synthesis. Its two alkyl groups make it reactive in condensation and esterification reactions, valuable in the production of fine chemicals."
CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,Phosphorothioate ester is an organophosphorus compound used as an intermediate in the synthesis of agrochemicals and pharmaceuticals. Its phosphorus-sulfur bond makes it reactive in nucleophilic substitution reactions.
C1=CC(=CC=C1NC(=O)N)Br,"Bromoaniline is an aromatic amine used as an intermediate in the production of dyes, pharmaceuticals, and agrochemicals. Its bromine atom makes it reactive in substitution reactions, valuable in organic synthesis."
FC(F)(Cl)Cl,"Trifluorotrichloromethane is a halogenated compound used as a refrigerant and in organic synthesis. Its multiple halogen atoms give it high stability and reactivity, valuable in industrial applications."
C(C(F)(F)Cl)(F)(F)Cl,"Chlorotrifluoromethane is a halogenated compound used as a refrigerant and in organic synthesis. Its multiple halogen atoms make it reactive in substitution reactions, valuable in chemical manufacturing."
CCCCOCCOCCOCCO,"Polyethylene glycol dimethyl ether is a polymer used as a solvent and in the production of coatings, adhesives, and personal care products. Its repeating ether groups make it flexible and water-soluble, valuable in industrial applications."
CC1CCC(C1)(C)C,"Neopentylcyclohexane is a branched hydrocarbon used as a solvent and intermediate in organic synthesis. Its cyclic structure provides stability, making it useful in the production of fine chemicals and polymers."
C1=C(C=CC(=C1)Cl)SCS[P](=S)(OCC)OCC,"Thiofos, a thiophosphoryl compound, is used as an intermediate in the synthesis of organophosphorus compounds. It contains both sulfur and phosphorus atoms, making it reactive in nucleophilic substitution and phosphorylation reactions."
CC(=O)CC(=O)C(F)(F)F,Trifluoromethylacetone is a trifluorinated ketone used in organic synthesis as a building block. Its highly reactive carbonyl group and fluorine atoms make it valuable in fluorination reactions and the production of fine chemicals.
C[N+]([O-])=O,Nitrosomethane is a nitroso compound used as a reagent in organic synthesis and as a precursor in the production of explosives. Its nitro group makes it reactive in nitration and oxidation-reduction reactions.
CC(CCO)O,Butylene glycol is a four-carbon alcohol used as a humectant and solvent in cosmetics and personal care products. It is also used in the production of resins and as an intermediate in organic synthesis.
C(C(=O)N)Cl,"Chloroacetamide is an organochlorine compound used as a herbicide and intermediate in organic synthesis. Its amide group makes it reactive in nucleophilic substitution reactions, valuable in the production of agrochemicals."
Cc1cccc(N)c1,"Toluidine is an aromatic amine used in the synthesis of dyes, pigments, and pharmaceuticals. Its methyl and amino groups make it reactive in electrophilic substitution reactions, valuable in chemical manufacturing."
CC(=O)NC1=C(C=CC=C1F)F,"Difluoroacetanilide is a fluorinated aromatic amide used in the synthesis of pharmaceuticals and agrochemicals. Its fluorine atoms make it highly reactive in substitution reactions, valuable in the production of fine chemicals."
C1=C(C(=O)NC(=O)N1)F,"Fluorouracil is a fluorinated pyrimidine used as a chemotherapeutic agent. It inhibits the synthesis of DNA, making it effective in the treatment of cancers, particularly those affecting the gastrointestinal tract and skin."
CC(=O)C(C)(C)C,"2,2-Dimethylbutanone is a branched ketone used as a solvent and intermediate in organic synthesis. Its carbonyl group and branched structure make it reactive in condensation reactions, valuable in the production of fine chemicals."
CCCC(=O)OC(C)(CCC=C(C)C)C=C,"Isopropyl myristate is an ester used as an emollient in cosmetics and personal care products. Its hydrophobic properties make it valuable in formulations for creams, lotions, and other topical applications."
CC1=CC(=O)SS1,"Thiazolidine-2-thione is a sulfur-containing heterocycle used in the synthesis of pharmaceuticals and agrochemicals. Its sulfur atoms make it reactive in nucleophilic substitution reactions, valuable in chemical manufacturing."
CCCCN,"Pentylamine is a straight-chain amine used as an intermediate in the production of pharmaceuticals, agrochemicals, and surfactants. Its amine group makes it a nucleophile, reactive in substitution reactions."
c1cnccc1C=O,"Pyridine-4-carboxaldehyde is an aromatic aldehyde used as a building block in organic synthesis. Its nitrogen-containing heterocycle makes it reactive in nucleophilic substitution reactions, valuable in the production of fine chemicals."
CCCCCl,"1-Chlorobutane is a halogenated alkane used as a solvent and intermediate in organic synthesis. Its chlorine atom makes it reactive in substitution reactions, valuable in the production of pharmaceuticals and agrochemicals."
[2H][2H],"Deuterium is an isotope of hydrogen used in various applications, including nuclear reactors and scientific research. It is also used in the production of heavy water and as a tracer in chemical and biological studies."
C1=CC=C(C=C1)CCC2=CC=CC=C2,"Biphenyl is an aromatic hydrocarbon used as a heat transfer fluid and intermediate in organic synthesis. Its two benzene rings make it stable and non-reactive, valuable in the production of fine chemicals and polymers."
CC(C)C(=O)CC(=O)C(C)C,"Methyl acetoacetate is a beta-keto ester used as a building block in organic synthesis. Its two carbonyl groups make it reactive in condensation and esterification reactions, valuable in the production of pharmaceuticals and agrochemicals."
CC1=CC=CC2=CC=CC=C12,"Naphthalene is a polycyclic aromatic hydrocarbon used as a moth repellent and in the production of dyes, resins, and other industrial chemicals. Its two fused benzene rings make it stable and non-reactive."
c1ccc2c(c1)cccn2,"Quinoline is a nitrogen-containing heterocycle used in the production of pharmaceuticals, dyes, and agrochemicals. Its aromatic ring and nitrogen atom make it reactive in substitution reactions."
C1=CC(=C(C=C1Cl)Cl)Cl,Hexachlorobenzene is a highly chlorinated aromatic compound used as a fungicide and industrial chemical. Its environmental persistence and toxicity have led to restrictions on its use in many countries.
C(Cl)(Cl)Cl,"Chloroform is a halogenated compound used as a solvent in organic synthesis and in the extraction of natural products. Its chlorine atoms make it reactive in substitution reactions, valuable in chemical manufacturing."
CC(C)(C)O,"tert-Butyl alcohol is a branched alcohol used as a solvent and intermediate in organic synthesis. Its bulky structure makes it valuable in reactions requiring steric hindrance, particularly in the production of fine chemicals."
COC1=CC(=CC=C1)Br,"Bromoanisole is an aromatic ether used as a building block in organic synthesis. Its bromine and methoxy groups make it reactive in substitution reactions, valuable in the production of pharmaceuticals and agrochemicals."
CC1=CC=C(C=C1)CNC,"N-Benzylaniline is an aromatic amine used as an intermediate in the production of dyes, pharmaceuticals, and agrochemicals. Its amine group makes it reactive in nucleophilic substitution reactions."
CCCCCC(=O)OC,"Hexanoic acid is a fatty acid used as a precursor in the synthesis of esters for fragrances and flavors. Its long carbon chain gives it hydrophobic properties, valuable in the production of personal care products."
COC(=O)C1CCCCC1,"Cyclohexanone is a cyclic ketone used as a solvent and intermediate in organic synthesis. Its carbonyl group makes it reactive in condensation and polymerization reactions, valuable in the production of fine chemicals."
O=C(OCCCCCCCC)C1=CC=CC=C1C(OCCCC)=O,"Stearoyl chloride is a fatty acid chloride used as an intermediate in organic synthesis. Its long carbon chain makes it hydrophobic, valuable in the production of surfactants and lubricants."
CCCCCCCC(=O)C1=C(C)NN(C1=O)c2ccccc2,"Benzoyl peroxide is an organic compound used as an acne treatment and bleaching agent. Its peroxy group makes it reactive in oxidation reactions, valuable in the production of polymers and pharmaceuticals."
CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,"Diphenylmethane is an aromatic hydrocarbon used as an intermediate in organic synthesis. Its two benzene rings make it stable and non-reactive, valuable in the production of fine chemicals and resins."
C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-],Nitronaphthalene is a nitro-substituted polycyclic aromatic hydrocarbon used in the production of dyes and explosives. Its nitro group makes it highly reactive in nitration and reduction reactions.
CCCN(CCC)N=O,"N,N-Diethylhydroxylamine is an organic compound used as a reducing agent and in the synthesis of rubber chemicals. Its hydroxylamine group makes it reactive in reduction reactions and valuable in industrial applications."
C1=CC=C(C=C1)CC(=O)N,"Benzamide is an aromatic amide used in the production of pharmaceuticals and agrochemicals. Its amide group makes it a key intermediate in organic synthesis, particularly in the preparation of dyes and polymers."
CCCCCCCCN(CCCCCCCC)CCCCCCCC,"Stearylamine is a long-chain primary amine used in the production of surfactants, lubricants, and personal care products. Its hydrophobic tail and amine group make it valuable in various industrial applications."
CC(=C)C(=O)O,"Methyl acrylate is an ester used as a monomer in the production of polymers and resins. Its double bond and ester group make it reactive in polymerization reactions, valuable in the production of paints, coatings, and adhesives."
CC(C)C1=CC(C(CC1)(C)C=C)C(=C)C,"2,6-Dimethyl-2,4-heptadiene is a diene used in the synthesis of fragrances and flavorings. Its conjugated double bonds make it reactive in polymerization reactions and valuable in organic synthesis."
CN1C=CC(=O)NC1=O,Cytosine is a nitrogenous base found in DNA and RNA. It is essential for the storage and transmission of genetic information in living organisms and plays a key role in protein synthesis and cell division.
CC1=CC(=C(C=C1Cl)Cl)Cl,"1,3,5-Trichlorobenzene is a chlorinated aromatic compound used as a solvent and in the production of herbicides and other agrochemicals. Its chlorine atoms make it reactive in substitution reactions."
CC1CCCC1,"Cyclopentane is a cycloalkane used as a solvent and in the production of resins and rubber. Its cyclic structure makes it stable, valuable in chemical reactions and industrial applications."
N#Cc1ccccc1,"Benzonitrile is an aromatic nitrile used as a precursor in the synthesis of pharmaceuticals, agrochemicals, and dyes. Its reactivity comes from the electron-withdrawing nature of the nitrile group."
c1cc[nH]c1,"Imidazole is a five-membered nitrogen-containing heterocycle used in the synthesis of pharmaceuticals and agrochemicals. Its nitrogen atoms make it reactive in substitution reactions, valuable in organic synthesis."
c1ccc(cc1)C(F)(F)F,"Trifluoromethylbenzene is a fluorinated aromatic compound used in the production of pharmaceuticals and agrochemicals. Its fluorine atoms make it highly reactive in substitution reactions, valuable in chemical manufacturing."
C1=CC=C(C(=C1)C2=C(C=CC(=C2)Cl)Cl)Cl,"Trichlorobiphenyl is a chlorinated aromatic compound used in the production of polychlorinated biphenyls (PCBs). Its chlorine atoms make it reactive in substitution reactions, but its use has been restricted due to environmental concerns."
CC(=O)NC1=CC=CC=C1O,"Fluorobenzamide is a fluorinated aromatic amide used in the synthesis of pharmaceuticals and agrochemicals. Its fluorine atoms make it highly reactive in substitution reactions, valuable in organic synthesis."
C1(=C(C(=C(C(=C1F)F)F)F)F)F,"Hexafluorobenzene is a fluorinated aromatic compound known for its chemical inertness. It is used as a solvent in specialized applications, particularly in chemical and electronic industries, where non-reactive and stable solvents are required."
COC(=O)C1=CC=C(C=C1)I,"Iodobenzene is an aromatic halide used as a building block in organic synthesis. Its iodine atom makes it reactive in substitution reactions, valuable in the production of fine chemicals and pharmaceuticals."
CN1CCN(C)CC1,"Piperazine is a nitrogen-containing heterocycle used as an intermediate in the synthesis of pharmaceuticals, particularly anthelmintic drugs. Its two nitrogen atoms make it reactive in nucleophilic substitution reactions."
CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,"Sulfanilamide is a sulfonamide antibiotic used in the treatment of bacterial infections. Its sulfonamide group makes it effective in inhibiting bacterial growth, valuable in pharmaceutical formulations."
C(C(CCl)O)Cl,"Chlorohydrin is an organochlorine compound used as an intermediate in organic synthesis. Its hydroxyl and chlorine groups make it reactive in nucleophilic substitution reactions, valuable in chemical manufacturing."
CCC(CC)(CC)O,"2-Ethyl-1-butanol is a branched alcohol used as a solvent and intermediate in the production of fragrances, resins, and other fine chemicals. Its branched structure provides stability and valuable properties in industrial applications."
C=CN1CCCC1=O,Pyrrolidone is a five-membered lactam used as a solvent and intermediate in the production of pharmaceuticals and polymers. Its carbonyl group and nitrogen atom make it reactive in condensation reactions.
CC(C)CC(=O)O,Isovaleric acid is a branched carboxylic acid used in the production of esters for fragrances and flavorings. Its pungent odor and reactivity make it valuable in the chemical and food industries.
O=C(OCCC)C1=CC=CC=C1C(OCCC)=O,"Benzoyl butyrate is an ester used in the flavor and fragrance industry. Its fruity odor makes it valuable in the formulation of perfumes, food additives, and personal care products."
CN(C)CCc1ccc(O)cc1,"Methylaniline is an aromatic amine used in the production of dyes, pharmaceuticals, and agrochemicals. Its amine group makes it reactive in nucleophilic substitution reactions."
COc1c(cc(c(c1O)OC)Cl)Cl,Dichlorohydroxyanisole is a halogenated aromatic ether used as a building block in the synthesis of pharmaceuticals and agrochemicals. Its chlorine and methoxy groups make it reactive in substitution reactions.
CC(=O)C1=C(C)NN(C1=O)c2ccccc2,"Benzylideneacetone is an aromatic ketone used in organic synthesis. Its conjugated system makes it reactive in polymerization and condensation reactions, valuable in the production of fine chemicals."
COCN(c1c(CC)cccc1CC)C(=O)CCl,N-Benzyl-2-chloroacetamide is an aromatic amide used as an intermediate in the synthesis of pharmaceuticals and agrochemicals. Its chlorine atom makes it reactive in nucleophilic substitution reactions.
C=CCCC=C,"Hexadiene is an unsaturated hydrocarbon used as a monomer in polymer chemistry. Its double bonds make it reactive in polymerization reactions, valuable in the production of elastomers and synthetic rubber."
C=C(c1ccccc1)c2ccccc2,"Diphenylacetylene is a conjugated alkyne used as a building block in organic synthesis. Its triple bond makes it reactive in cycloaddition and polymerization reactions, valuable in chemical manufacturing."
CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,Trimethyl phosphorothioate is an organophosphorus compound used as an intermediate in the synthesis of agrochemicals and flame retardants. Its phosphorus-sulfur bond makes it reactive in substitution reactions.
C[Si](C)(C)CC1=CC=CC=C1,Trimethylsilylbenzene is an organosilicon compound used as a protecting group in organic synthesis. Its silicon atom makes it valuable in reactions requiring temporary protection of reactive functional groups.
C(Cl)Br,Bromochloromethane is a halogenated compound used as a reagent in organic synthesis. Its bromine and chlorine atoms make it reactive in substitution reactions.
CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,Bromophenylpyridylamine is an aromatic amine used as a building block in the synthesis of pharmaceuticals. Its bromine atom makes it reactive in substitution reactions.
C(C(=O)C(F)(F)F)C(=O)C(F)(F)F,Trifluoroacetylacetone is a fluorinated ketone used as a reagent in organic synthesis. Its fluorine and carbonyl groups make it reactive in nucleophilic addition reactions.
COC1=CC=CC=C1Br,Bromomethoxybenzene is an aromatic halide used as a reagent in organic synthesis. Its bromine and methoxy groups make it reactive in substitution reactions.
